fecha,localidad,pais,numero_victimas,numero_heridos,descripcion,latitude,longitude
1979-06-06,Bergara,España,1,0,"Dos  individuos con la cabeza cubierta penetraron en el bar en el que el mecánico  Luis Berasategui Mendizábal, de 33 años, se encontraba jugando a cartas con  unos amigos. Sin mediar palabra, los jóvenes le dispararon a quemarropa. Los  cuatro tiros que recibió le quitaron la vida. Los terroristas escaparon en un  coche robado previamente a mano armada en el que les estaba esperando otro  compañero.",43.1175442,-2.4133452
1979-06-07,Tolosa,España,1,0,"Después  de su jornada laboral en el Ayuntamiento de San Sebastián y de haber vuelto a  Tolosa, localidad en la que vivía, el comandante de Infantería retirado  Andrés Antonio Varela Rúa, de 51 años, volvía a pie desde la estación de  ferrocarril hacia su domicilio. No se percató de que dos individuos lo  estaban siguiendo y, en un punto del recorrido, lo dispararon por la espalda.  Varela murió de forma instantánea debido a los disparos que recibió en la  cabeza y en el tórax.",43.6044622,1.4442469
1979-06-01,13 Lemoniz,España,1,0,"Una  bomba colocada por ETA hizo explosión en el interior de la central de Lemóniz  justo en el momento de cambio de turno. La detonación alcanzó de lleno al  montador Ángel Baños Espada, de 46 años, en lo que fue el segundo atentado  llevado a cabo por la banda terrorista contra la central. Para cometer el  atentado, dos terroristas encañonaron a los dos operarios encargados del  tanque de refrigeración, a los que después dejaron esposados. Posteriormente,  ETA avisó a medios de comunicación de la colocación del artefacto y se  procedió a desalojar la central, pero Baños no escuchó el aviso y fue  alcanzado por la onda expansiva.",43.4330432,-2.8728558
1979-06-19, Irún,España,1,0,"El anticuario  de origen chileno Héctor Abraham Muñoz Espinoza, de 39 años, dueño de dos  tiendas de antigüedades, había sido amenazado de muerte en varias ocasiones y  sopesaba abandonar el País Vasco. Sin embargo, un día que se encontraba en  una de sus tiendas, dos terroristas de ETA lo dispararon desde la puerta y,  herido de muerte, Muñoz trató de esconderse detrás de un escritorio, pero lo  remataron. Los etarras escaparon en un coche aparcado cerca en el que les  esperaba otra persona. ETA acusó a Muñoz de estar relacionado con distintos  servicios informativos internacionales.",43.3383176,-1.7888095
1979-06-22,San Sebastián,España,1,0,"Francisco  MedinaAlbala, de 33 años, era un albañil que trabajaba para una empresa que  llevaba las obras de un cuartel de la Guardia Civil. Una mañana que Medina se  trasladaba en ciclomotor a su trabajo, un coche se cruzó en su camino y sus  tres ocupantes lo ametrallaron y asesinaron. El coche que ocupaban los  etarras y en el que se dieron a la fuga había sido previamente robado a mano  armada, después de dejar atado a un árbol a su dueño.",43.3224219,-1.9838889
1979-06-22,Basauri,España,1,0,"Miembros  de ETA esperaron la llegada de dos autobuses que transportaban policías  nacionales al acuartelamiento de Basauri para abrir fuego indiscriminadamente  contra ellos cuando bajaran de los autocares. Sin embargo, al llegar los  autobuses y comenzar el ataque, los centinelas del cuartel reaccionaron a  tiempo para repeler el ataque y se produjo un tiroteo entre ambos lados. En  ese fuego cruzado se interpuso, sin querer, un vehículo en el que viajaban  cuatro agentes comerciales, quienes al darse cuenta de la situación, se  agacharon para protegerse. Esto no sirvió para que el agente comercial Diego  Alfaro Orihuela, de 50 años, no recibiera un disparo en la cabeza que le  quitó la vida. Otros dos acompañantes fueran heridos leves, uno por estado de  'shock' Alberto de Miguel Pernaute (49 años - Agente comercial) y herido leve  por un golpe en la cabeza Francisco García García (43 años - Agente  comercial).",43.2341364,-2.891012
1979-07-21,Beasain,España,1,0,"Jesús  María Colomo Rodríguez, de 26 años, trabajaba como camarero en dos  establecimientos hosteleros. En una noche en la que se dirigió a trabajar,  después de dejar su coche aparcado, fue abatido por cinco disparos que un  miembro de ETA le propinó cuando se dirigía a la discoteca en la que  trabajaba.",43.0473269,-2.2032868
1979-07-28,Bilbao,España,1,0,"Efectivos  de la Policía Nacional establecieron un control en la carretera que unía  Bilbao con Erandio. Los agentes Emilio López de la Peña, de 30 años, y Miguel  Ángel Saro Pérez, de 30 años,  se  ausentaron unos minutos de la zona del control donde quedaron sus compañeros  para acercarse a hacer unas compras a un estanco. Al salir del local,  miembros de ETA que iban en un coche abatieron a tiros a los policías.",43.2630051,-2.9349915
1979-07-28,San Sebastián,España,1,0,"Varios  miembros de ETA que circulaban en un coche a gran velocidad, al pasar junto a  la casa-cuartel del donostiarra barrio de Herrera ametrallaron el edificio.  Como consecuencia, alcanzaron a tres agentes, de los que dos fallecieron,  Moisés Cordero López,Brigada de la Guardia Civil de 51 años, y Antonio Pastor  Martín, de 24 años. Otro agente fue herido, José Álvarez Hillos.",43.3224219,-1.9838889
1979-07-29, Aeropuerto de Barajas,España,1,0,"ETA (p-m)  sembró el caos en la ciudad en Madrid con tres atentados con bomba, casi  simultáneos, en Madrid. Los tres atentados con bomba estallaron en el  aeropuerto y en dos estaciones de ferrocarril que se saldaron con siete  muertos y 113 heridos. En el primero de los atentados, una maleta-bomba hizo  explosión en unas consignas del aeropuerto de Barajas. Los efectos de la onda  expansiva y destrozos que ésta produjo alcanzaron a un equipo de  submarinistas tinerfeños. Falleció el delegado del equipo, Miguel Ángel Amaya  Pérez, de 32 años, y sus compañeros de equipo resultaron heridos, Francisco  Rodríguez (Submarinista), Luís Ulé (Submarinista), Juan Antonio Galindo  (Submarinista) y cuatro personas más tuvieron que ser hospitalizadas.",40.4948384,-3.5740806
1979-07-29,Estación de ferrocarril de Chamartin,España,1,0,"ETA  (p-m) sembró el caos en la ciudad en Madrid con tres atentados con bomba,  casi simultáneos, en Madrid. Los tres atentados con bomba estallaron en el  aeropuerto y en dos estaciones de ferrocarril que se saldaron con siete  muertos y 113 heridos. El segundo de los atentados sucedió 10 minutos después  del primer de Barajas. En esta ocasión, otra maleta-bomba colocada en las  consignas situadas frente a una gran sala de espera explotó. La onda  expansiva alcanzó de lleno a una joven estudiante danesa, Dorothy Fertig, de  20 años, a la cual decapitó, e hirió a medio centenar de personas. Días más  tarde falleció uno de los heridos, el estudiante y prometedor atletade 18  años José Manuel Juan Boix.",40.4718159,-3.6829397
1979-07-29,Estación de Ferrocarril de Atocha,España,1,0,"ETA  (p-m) sembró el caos en la ciudad en Madrid con tres atentados con bomba,  casi simultáneos, en Madrid. Los tres atentados con bomba estallaron en el  aeropuerto y en dos estaciones de ferrocarril que se saldaron con siete  muertos y 113 heridos. En el tercer de los atentados sucedió tan solo cinco  minutos después del segundo. De nuevo, una bomba oculta en una cabina de la  consigna de equipajes explotó y tuvo mortales consecuencias: dos personas  murieron al instante, una tercera al cabo de unas horas y una cuarta varios  días después. Sus nombres eran Juan Luna Azol (53 años - Guardia civil  retirado), Jesús Emilio Pérez Palma (Estudiante), Guadalupe Redondo Vian (59  años - Ama de casa) y Dionisio Rey Amez (Policía nacional retirado). Además,  más de 40 personas tuvieron que ser atendidas en centros sanitarios por  heridas, algunas graves o muy graves.",40.4069839,-3.6913353
1979-08-04,Eibar,España,1,0,"El  guardia civil Juan José Tauste Sánchez, de 26 años, salió de su casa a la  mañana para dirigirse a trabajar al cuartel. Al introducirse en su vehículo,  dos desconocidos se le acercaron y le dispararon a corta distancia,  hiriéndole de muerte por balazos en estómago, tórax y cabeza.",43.1842839,-2.4732748
1979-08-08,Loiu,España,1,0,"Un  coche de la Guardia Civil conducía por la pista de aterrizaje del aeropuerto  vizcaíno de Sondica. Al llegar a uno de los extremos de la pista, el más  cercano a un cementerio situado en la localidad de Loiu, cuatro terroristas  de ETA abrieron fuego contra los tres guardias civiles que iban en el  vehículo, provocando además que el coche perdiera el control y sufriera un  accidente. Las balas de los terroristas quitaron la vida al conductor,  Antonio Nieves Cañuelo, de 23 años, e hirieron de gravedad a sus dos  acompañantes, Juan Cortijo Durán y Benito Rodríguez Lera. Para realizar la  acción, los terroristas habían retenido al encargado del cementerio desde el  que dispararon, así como a su hija y su esposa, además de tres personas que  estaban en las instalaciones.",43.3147645,-2.9388878
1979-08-13,Portugalete,España,1,0,"El  policía municipal Manuel Ferreira Simois, de 47 años, se encontraba regulando  el tráfico en las concurridas calles de Portugalete, sumida en fiestas  patronales. Ferreira dio el alto a un vehículo para que comenzara a fluir la  circulación desde otra calle, pero de dicho vehículo bajó un individuo  encapuchado que se le acercó con una pistola y le descerrajó un tiro en la  cabeza y otro en el pecho, hiriéndole de muerte.",43.3191292,-3.0199529
1979-08-16, Sondika,España,1,0,"Como  habitualmente hacía una vez por semana, Antonio López Carrera, trabajador de  Astilleros Españoles jubilado y antiguo miembro de la Guardia de Franco de 66  años, salió a cenar con su esposa después de estar con unos amigos. Al volver  a su domicilio después de la cena, el matrimonio se percató de que la mujer  se había dejado un jersey en el restaurante, por lo que López volvió a por la  prenda al restaurante mientras su mujer subía al domicilio. Cuando López  volvía ya solo a su casa, tres terroristas que lo estaba esperando lo  ametrallaron por la espalda. Siete impactos de bala le quitaron la vida,  mientras que los terroristas escaparon en el coche que habían robado  anteriormente a mano armada, después de dejar atado a un árbol a su dueño.",43.2990664,-2.9260509
1979-08-30,Zumarraga,España,1,0,"Seis  policías nacionales acababan de llegar en ferrocarril a Zumarraga procedentes  de San Sebastián, para incorporarse a la localidad para prestar servicio. En  el trayecto entre la estación de tren y la comisaría el grupo se topó con  tres terroristas de ETA armados con metralletas. Al percatarse de ello el  primer policía del grupo avisó a sus compañeros, que se refugiaron como  pudieron y sacaron también sus armas para responder al ataque. Se provocó un  intenso tiroteo en el que se recogieron 70 casquillos de bala y que se saldó  con la muerte del agente José María Pérez Rodríguez, de 25 años, quien  recibió ocho impactos.",43.0859968,-2.3140925
1979-08-30,San Sebastián,España,1,0,"El  policía nacional Aureliano CalvoVal, de 38 años, también trabajaba en sus  ratos libres como taxista. Un día de trabajo, Calvo salió de su casa para  nunca más volver, pues fue encontrado muerto a tiros en el interior de su  taxi. Todos los disparos que acabaron con su vida fueron realizados desde  atrás.",43.3224219,-1.9838889
1979-09-13,Barakaldo,España,1,0,"El  candidato de Alianza Popular Modesto Carriegas Pérez, de 47 años, fue  asesinado cuando bajaba de su domicilio para ir a su trabajo en una sucursal  bancaria. Dos terroristas lo estaban esperando en el portal, junto al  ascensor, y le dispararon de cerca cuatro tiros en la cabeza y el estómago.  Tras el asesinato, ETA envió una carta a la familia instándole a abandonar  Barakaldo. Además, el banco para el que trabajaba Carriegas obligó a la  familia a abandonar la casa cuando le encontró un sustituto al asesinado.",43.29548,-2.9900933
1979-09-19,Bilbao,España,1,0,"Un  coche oficial del Ejército fue ametrallado por tres miembros de ETA en el  momento en el que se disponía a salir de la villa de Bilbao. Los tres  terroristas se ocultaron a un lado de la carretera y, al paso del vehículo,  abrieron fuego contra sus ocupantes, produciendo la muerte del Comandante  Julián Ezquerro Sedano, de 39 años, y del Coronel Aurelio Pérez-Zamora  Cámara, de 59 años, así como hiriendo al soldado Gustavo Pérez Domínguez, de  21 años.",43.2630051,-2.9349915
1979-09-23,San Sebastián,España,1,0,"El  Gobernador militar de San Sebastián Lorenzo González-Vallés Sánchez, de 59  años, se encontraba dando un paseo por San Sebastián junto a su esposa y un  hijo cuando un terrorista de ETA se le acercó y lo asesinó de un tiro en la  sien. El etarra escapó a una calle paralela, donde le estaba esperando un  coche previamente robado.",43.3224219,-1.9838889
1979-09-26,Renteria,España,1,0,"El  taxista Sixto Holgado Agudo, de 46 años, fue encontrado sin vida con un tiro  en la nuca en un vertedero cercano al pueblo de Rentería. Precisamente su  taxi fue el vehículo que utilizaron los terroristas para escapar y fue  encontrado el día siguiente a 150 metros del domicilio de la víctima.",43.3125271,-1.8986133
1979-09-29, Lemona,España,1,0,"El exalcalde de  Bedia Luis María Uriarte Alza, de 56 años, había regresado hacía poco tiempo  a su domicilio familiar tras pasar dos años fuera de Vizcaya por las amenazas  que ETA le había hecho llegar después de negarse a colocar la recién  legalizada ikurriña en el balcón del ayuntamiento. Un día que se disponía a  entrar a su trabajo, Uriarte hacía tiempo antes leyendo el periódico en el  interior de su automóvil. En ese momento, dos miembros de ETA armados con una  pistola y una metralleta le dispararon a bocajarro nueve tiros. Uriarte,  herido mortalmente, murió varios días después en el hospital.",43.2098775,-2.7788097
1979-09-30,Gernika-Lumo,España,1,0,"El  jefe de la Policía Municipal de Amorebieta Alfonso Manuel Vilariño Orce, de  49 años, acudió a ver un partido a los frontones de Gernika-Lumo. Cuando  salía del mismo para coger su vehículo en dirección a su casa, tres  terroristas de ETA se le acercaron y le dispararon una ráfaga de metralleta  que le alcanzó con nueve impactos de bala. Murió de forma instantánea.",43.3143628,-2.6778511
1979-09-30,Getxo,España,1,0,"El  camarero Pedro Goiri Rovitra, de 23 años, se encontraba en el establecimiento  en el que trabajaba, ya cerrado al público, junto a su esposa, otra compañera  de trabajo y un amigo. Dos encapuchados entraron en el local y, tras  identificarse como miembros de ETA, pidieron a Goiri el dinero de la caja.  Sin embargo, el camarero identificó a uno de los terroristas, armado con  pistola, y el agresor le disparó directamente en el corazón y le golpeó con  la culata de la pistola en la cabeza al caer al suelo. Como consecuencia,  Goiri perdió la vida.",43.3479409,-3.0087671
1979-10-08,Pamplona,España,1,0,"Terroristas  de ETA robaron un automóvil y se dirigieron a la zona de la cuesta de Labrit  en Pamplona para esperar al inspector de policía Carlos Sanz Biurrun, de 48  años, quien pasaba por ahí todos los días. A su paso, los terroristas se le  acercaron por detrás y dispararon varias veces, causándole la muerte  inmediata.",42.8184538,-1.6442556
1979-10-11, Getxo,España,1,0,"El comisario de  policía Antonio Mesa Portillo, de 42 años, y el inspector Miguel Ángel  González viajaban en un coche oficial a la salida de la comisaría para  dirigirse a sus domicilios a comer. Al detenerse el coche en un semáforo,  varios miembros de ETA ametrallaron el vehículo por su lado derecho. Mesa  consiguió salir del coche y repeler el ataque con su pistola antes de caer  abatido por 20 impactos de bala. Su compañero González fue herido por cuatro  balazos en una pierna, así como Francisco Andrés Cobreros, herido por un  disparo incontrolado cuando se encontraba en un bar cercano al tiroteo. El  comisario Mesa terminó falleciendo el 2 de noviembre. Los terroristas  escaparon en un coche previamente robado.",43.3479409,-3.0087671
1979-10-31,Portugalete,España,1,0,"El  guardia civil Manuel Fuentes Fontán, de 29 años, salió de la casa de su novia  para dirigirse al cuartel en el que debía trabajar. Al entrar en el coche,  dos miembros de ETA se le acercaron y le dispararon a corta distancia. La  docena de tiros que recibió le quitaron la vida.",43.3191292,-3.0199529
1979-11-12,Oiartzun,España,1,0,"El  guarda forestal Fernando Rodríguez Espínola, de 53 años, fue asesinado por  tres miembros de ETA mientras se encontraba tomando un aperitivo en un bar  que solía frecuentar en Oiartzun. Los tres terroristas penetraron en el  establecimiento y le dispararon siete veces. Uno de esos tiros que le impactó  en la cabeza le quitó la vida. ETA lo acusó de ser confidente de la Guardia  Civil.",43.2984861,-1.8596587
1979-11-28, Azpeitia,España,1,0,"Tres guardias  civiles y la mujer de uno de ellos entraron a tomar algo en un bar de  Azpeitia frecuentado por personas llegadas de fuera al País Vasco. Mientras  estaban en la barra, cuatro individuos de ETA también entraron y se tomaron  una consumición. Los terroristas salieron del bar y cogieron armas de un  coche que habían robado y tenían aparcado cerca de la puerta del  establecimiento. Entraron en el bar y, después de separar a la mujer de los  guardias civiles, dispararon contra ellos indiscriminadamente. Así, los  agentes Antonio Alés Martínez (19 años - Guardia civil), Pedro Sánchez Marfil  (20 años - Guardia civil) y Ángel García Pérez (20 años - Guardia civil)  murieron acribillados.",43.1838618,-2.2657422
1979-12-18,Vitoria-Gasteiz,España,1,0,"El  conserje de un colegio vitoriano Juan Cruz Montoya Ortueta, de 59 años, fue  asesinado cuando salía del trabajo. Dos terroristas de ETA que habían robado  previamente un coche y dejado encadenado a un árbol a su dueño lo estaban  esperando a la salida del colegio. Al paso de Montoya, los dos terroristas  dispararon contra él a bocajarro, en presencia de dos alumnos del colegio, y  se dieron a la fuga. Al parecer, lo confundieron con otro conserje del  colegio que se rumoreaba que había sido guardia civil anteriormente.",42.8465088,-2.6724025
1980-01-05, Barakaldo,España,1,0,"Es asesinado el  industrial Jesús García García en la localidad de Barakaldo. Fue asesinado  alrededor de las siete de la tarde en el bar Ion Kola de Baracaldo, del que  era propietario. Dos individuos entraron en el local y le dispararon a  quemarropa cuatro tiros que acabaron con su vida.",43.29548,-2.9900933
1980-01-08,Alsasua,España,1,0,"Varias  personas disparan al guardia civil retirado Sebastián Arroyo González,  produciéndole heridas que le producen la muerte al día siguiente.",42.8949665,-2.1685103
1980-01-10,Vitoria-Gasteiz,España,1,0,"El  comandante de caballería Jesús Velasco Zuazola es asesinado. De «premonición  de la violencia que ya se anuncia contra la policía autónoma» calificó el  presidente Garaikoetxea el asesinato del comandante Jesús Velasco Zuazola,  jefe del Cuerpo de Miñones -policía foral- de Alava, ametrallado ayer en  Vitoria por un comando armado.",42.8465088,-2.6724025
1980-01-14,Elorrio,España,1,0,"El agente de la  Guardia Civil Francisco Moya Jiménez es asesinado en Elorrio. Hacia las 15:00  cuando caminaba por la calle, se acercó a su altura un vehículo del que  descendieron tres individuos que le dispararon por la espalda. Francisco  recibió catorce impactos de bala que le causaron la muerte instantánea.",43.1304644,-2.5426453
1980-01-19, Getxo,España,1,0,"El agente  comercial de la firma Olivetti, José Miguel Palacios Domínguez,  es asesinado en Getxo cuando se  encontraba en el interior de una cafetería jugando a las cartas con unos  amigos. Los terroristas entraron en el local y, tras localizarle, se le  acercaron y le dispararon nueve tiros en la cabeza, cuello y pecho que le  hirieron mortalmente.",43.3479409,-3.0087671
1980-01-23, Barakaldo,España,1,0,"Dos  encapuchados secuestran a Alfredo Ramos Vázquez, propietario de un bar en  Barakaldo. Dos horas más tarde su cadáver era encontrado en Eibar (Gipuzkoa)  con varios disparos de bala.",43.29548,-2.9900933
1980-01-25,Bergara,España,1,0,"Es asesinado cerca del cementerio de  Vergara Luis Domínguez Jiménez,  sepulturero, al que unos terroristas que lo esperaban le dispararon primero  un tiro en la rodilla y posteriormente seis tiros en la cabeza.",43.1175442,-2.4133452
1980-01-25,Bergara,España,1,0,"Es asesinado cerca del cementerio de  Vergara Luis Domínguez Jiménez,  sepulturero, al que unos terroristas que lo esperaban le dispararon primero  un tiro en la rodilla y posteriormente seis tiros en la cabeza.",43.1175442,-2.4133452
1980-01-25,Bergara,España,1,0,"Es asesinado cerca del cementerio de  Vergara Luis Domínguez Jiménez,  sepulturero, al que unos terroristas que lo esperaban le dispararon primero  un tiro en la rodilla y posteriormente seis tiros en la cabeza.",43.1175442,-2.4133452
1980-01-27, Basauri,España,1,0,"Es asesinado el  agente de la Policía Nacional Juan Manuel Román Moreno, cuando formaba parte  de una dotación de varios vehículos policiales que escoltaban un camión de  Altos Hornos. En la entrada del túnel de Malmasín un vehículo obstaculizaba  el paso. En el momento de reducir la marcha los vehículos policiales al menos  seis miembros de ETA dispararon contra el convoy causando un muerto y cinco  heridos.",43.2341364,-2.891012
1980-02-01,Ispaster,España,1,0,"Un  comando terrorista tirotea un convoy de la Guardia Civil que escoltaba un  furgón con armamento pesado en Ispaster (Bizkaia). En el atentado fallecen  seis agentes del Instituto Armado. Las víctimas son José Martínez Pérez,  Carlos Gómez Trillo, José Gómez Mariñán, Alfredo Díez Marcos, Antonio Marín  Gamero y Victoriano Villamor González. Una de las granadas al explotar hiere  de gravedad a dos terroristas, Gregorio Olabarria Bengo y Javier Gorrotxategi  Agote, que finalmente fallecieron horas después.",43.35652965,-2.553107681
1980-02-08,Pasajes,España,1,0,Es asesinado el  comandante de infantería Miguel Rodríguez Fuentes.,43.3239952,-1.9200587
1980-02-08,Oñate,España,1,0,"Es asesinado el  agente de la Policía Municipal de Oñate, Ángel Astuy Rodríguez, era primo del  comandante Miguel Rodríguez Fuentes asesinado una hora antes en Pasajes.",43.0328523,-2.4137149
1980-02-08,Zumárraga,España,1,0,La  sede de Unión de Centro Democrático (UCD) en la localidad guipuzcoana de  Zumárraga fue ametrallada.,43.0859968,-2.3140925
1980-02-15,Oiartzun,España,1,0,Es  asesinado el taxista Ignacio Arocena Arbelaiz. Los terroristas solicitaron  sus servicios y una vez en la carretera le obligaron a ir a un lugar sin  testigos para cometer el crimen.,43.2984861,-1.8596587
1980-02-20, San Sebastián,España,1,0,"El coronel de  Infantería retirado Eugenio Saracíbar González de Durana es asesinado en San  Sebastián. Sobre las 20:15, cuando realizaba su paseo habitual por la avenida  de Francia, cuando fue sorprendido por miembros de ETA que le dispararon por  la espalda y lo remataron en el suelo.",43.3224219,-1.9838889
1980-03-03,Santurce,España,1,0,"Secuestran  diez horas al director de un banco para cometer un atraco. El asalto que  ocurrió a primera hora de la mañana del sábado, se llevó a cabo después de  mantener secuestrado al director de la entidad bancaria en su domicilio por  espacio de diez horas. Aunque se presume que los componentes del comando  puedan pertenecer a ETA p-m, aún no ha podido ser confirmado.",43.3287527,-3.0318766
1980-03-05,Vitoria-Gasteiz,España,1,0,Es  secuestrado Eduardo Sanchiz López que resulta finalmente liberado.,42.8465088,-2.6724025
1980-03-18,Madrid,España,1,0,"El  soldado de infantería José Ramírez Villar, de diecinueve años de edad,  encuadrado en la compañía de Policía Militar del Cuartel General del  Ejército, resultó muerto ayer en un atentado terrorista cuyo objetivo era el  general de división Fernando Esquivias Franco. El suceso se produjo a las  9.30 de la mañana, cuando el general había salido de su domicilio, en la  calle de Ayala, 66, y caminaba hacia su coche en compañía de su ayudante, el  coronel Manuel Mier. En ese momento explosionó una bomba camuflada en una  motocicleta junto al soldado de escolta que les aguardaba. El soldado sufrió  heridas gravísimas, que le causaron la muerte casi instantánea, y el general  y su ayudante, algún rasguño sin importancia.",40.4167047,-3.7035825
1980-03-24, Durango,España,1,0,"Es asesinado el  industrial Dámaso Sánchez Soto. Las dos personas muertas a tiros el lunes por  la noche en Euskadi -Dámaso Sánchez Soto, en la localidad vizcaína de  Durango, y José Arcedo Aquiles, en la pequeña villa guipuzcoana de Escoriaza-  estaban vinculados, según algunos de sus convecinos, a movimientos  ultraderechistas. Ambos perdieron la vida en el acto al recibir varios  impactos de bala, disparados a corta distancia por jóvenes armados que  utilizaron, en sendas acciones, vehículos robados previamente a punta de  pistola.",43.1707065,-2.6334897
1980-03-24,Escoriaza,España,1,0,"Es  asesinado el trabajador José Artedo Quiles. Las dos personas muertas a tiros  el lunes por la noche en Euskadi -Dámaso Sánchez Soto, en la localidad  vizcaína de Durango, y José Arcedo Aquiles, en la pequeña villa guipuzcoana  de Escoriaza- estaban vinculados, según algunos de sus convecinos, a  movimientos ultraderechistas. Ambos perdieron la vida en el acto al recibir  varios impactos de bala, disparados a corta distancia por jóvenes armados que  utilizaron, en sendas acciones, vehículos robados previamente a punta de  pistola.",43.0168367,-2.5283464
1980-03-25,Bilbao,España,1,0,"Es  asesinado el directivo Enrique Aresti Urien. Un único disparo, con entrada  por la nuca y salida por la frente, acabó con la vida de Enrique Aresti  Urien, Conde de Aresti, cuando poco después de las ocho y media de la mañana  ascendía por las escaleras que conducen a las oficinas de las dos empresas en  que trabajaba, situadas en el mismo edificio, en el centro de Bilbao.",43.2630051,-2.9349915
1980-03-26, Barcelona,España,1,0,"Es secuestrado  Jesús Serra Santamans que resulta finalmente liberado tras 65 días en  Candasnos, Huesca.",41.3828939,2.1774322
1980-04-11,Azkoitia,España,1,0,"José  Larrañaga Arenas, militante de Unión de Centro Democrático (UCD) y oficial  del juzgado  de Azcoitia, en  funciones de secretario, resultó herido de gravedad al ser alcanzado en la  madrugada del viernes por los disparos que le efectuaron varios desconocidos  desde un automóvil.",43.1781602,-2.3114989
1980-04-13,Vitoria-Gasteiz,España,1,0,"Es  asesinado el comandante de infantería Eugenio Lázaro Valle, cuando salía de  misa.",42.8465088,-2.6724025
1980-04-16, Irún,España,1,0,Mueren  asesinados los agentes de la Guardia Civil Luis Martos García y José Torralba  López cuando realizaban labores de inspección fiscal en la frontera entre  España y Francia.,43.3383176,-1.7888095
1980-04-24,Durango,España,1,0,"Miembros  de ETA secuestraron durante tres horas al industrial Iñaki Erdocia y a quien  le acompañaba en ese momento en el coche, Isidro Balsategui. Los terroristas  ataron a un árbol al industrial y lo interrogaron acerca de unos informes en  los que se aseguraba que varias empresas del duranguesado estaban explotando  a los trabajadores. Los terroristas querían dar un aviso a los empresarios de  la zona y al mismo Erdocia al respecto. Horas después los rehenes fueron  liberados.",43.1707065,-2.6334897
1980-04-28, Oiartzun,España,1,0,"El agente de la  Guardia Civil Rufino Muñoz Alcalde es asesinado cuando unos terroristas  entran en el autobús en el que vbiajaba y le asestan un tiro. Hipólito  Rodríguez, policía nacional que viajaba en el mismo autobús de paisano y  desarmado, forcejea con el terrorista Francisco Javier Aranceta y la pistola  de éste se le dispara matándolo. Otros dos terroristas disparan contra  Hipólito cuatro tiros que le dejan gravemente herido y huyen.",43.2984861,-1.8596587
1980-04-01,San Sebastián,España,1,0,"ETA  Militar se ha responsabilizado del atentado perpetrado hace unos días contra  el pub El Huerto en San Sebastián, en el que hizo explosión un artefacto que  provocó numerosos destrozos.",43.3224219,-1.9838889
1980-05-01,Pamplona,España,1,0,José  Oyaga Marañón y su amigo Jesús Vidaurre Olleta fueron asesinados de sendos  tiros en la nuca mientras conversaban una calle de Pamplona.,42.8184538,-1.6442556
1980-05-08,Pasajes de San Juan,España,1,0,"Es  asesinado el comandante de artillería retirado  José María Espinosa Viscarret. Cuando  regresaba de su trabajo en la empresa Astilleros Luzuriaga, fue tiroteado por  unos terroristas que lo mataron en el acto.",43.3271675,-1.9198872
1980-05-09,Santurce,España,1,0,"Es  asesinado el agente de la Policía Nacioanal Antonio Moreno Núñez, cuando al  término de su jornada laboral se dirigía a su vivienda en Bilbao. Tres  individuos le esperaban y dispararon contra él, siendo alcanzado por cinco  impactos.",43.3287527,-3.0318766
1980-05-09,Durango,España,1,0,"Un industrial  de Durango (Vizcaya), José Araquistain, resultó herido de bala por un comando  que le secuestró a primeras horas de la tarde de ayer y le puso en libertad  poco después,  según informaron  ayer a Europa Press fuentes autorizadas.",43.1707065,-2.6334897
1980-05-12,Alto de Azkárate,España,1,0,"Es asesinado el  industrial Ramón Baglietto Martínez. Fue asesinado en el Alto de Azkarate,  cuando regresaba a su domicilio y varios miembros de un comando etarra lo  ametrallaron desde otro vehículo. A consecuencia de los disparos Ramón perdió  el control del coche que se estrelló contra un árbol.",43.1058744,-2.3873936
1980-05-15,San Sebastián,España,1,0,"Son  asesinados tres agentes de la policía nacional en San Sebastián (Gipuzkoa).  Los fallecidos son Dionisio Villadangos Calvo, José Manuel Rodríguez Fontana  y Jesús Holgado Sabio.",43.3224219,-1.9838889
1980-05-15,Goizueta,España,1,0,"Son  asesinados el cabo de la Guardia Civil   Francisco Ramón Ruiz Fernández y el agente Francisco Puig Mestre,  caundo unos terroristas irrumpen en el restaurante donde cenaban, y les  disparan a corta distancia. Los terroristas contaron con la colaboración de  un vecino de Goizueta.",43.171748,-1.8640588
1980-05-16,Cestona,España,1,0,El  industrial Ceferino Peña Zubia es asesinado en la localidad de Cestona.  Después se conocería que fue confundido por un confidente de la policía.,43.2401376,-2.2585203
1980-05-16,Vitoria-Gasteiz,España,1,0,"A  las ocho menos cuarto de la mañana el turismo Seat 124 matrícula VI-2458-A,  ocupado y conducido por Jesús   Casanova Salazar, de 43 años, adjunto a la dirección de personal de la  fábrica Michelín de Vitoria, fue tiroteado por dos individuos, resultando  rotas las lunas del vehículo y alcanzado por cinco balas el conductor, aunque  parece ser que ninguna de ella le afecta a órganos vitales.",42.8465088,-2.6724025
1980-05-21, San Sebastián,España,1,0,El empresario  Gregorio Baza es disparado en una pierna por unos terroristas que se  introdujeron en el despacho de su empresa.,43.3224219,-1.9838889
1980-05-21,Gernika-Lumo,España,1,0,"El  guardia civil Antonio Granjera Herrero es herido de postas en la cadera  cuando se dirigía a repertir el correo. El atacante, Andrés Zaldua, es  intercepatdo en un control cuando viajaba en un taxi y se suicida antes de  ser detenido.",43.3143628,-2.6778511
